series,x,y
SNDR [dB],0.991089954839497,49.133
SNDR [dB],4.99694861467106,49.353
SNDR [dB],9.78640302697425,48.714
SFDR [dBc],0.991089954839497,67.66
SFDR [dBc],4.99694861467106,65.503
SFDR [dBc],9.78640302697425,64.956
