AIM-Spice Version 2017.100  (Built on Apr 12 2017)
Simulation started on Mon Oct  4 09:44:01 2021
Circuit: * Gate Voltage sweep
Analysis: Transient Analysis
Time,v(ck),v(d),v(q),v(qn)
4.91080000000000e-10,0.00000000000000e+00,1.50000000000000e+00,4.27694001849477e-03,1.51425420817249e+00
4.91240000000000e-10,0.00000000000000e+00,1.50000000000000e+00,2.76082688939955e-03,1.51175656461499e+00
4.91560000000000e-10,0.00000000000000e+00,1.50000000000000e+00,4.12143949547306e-04,1.50736591331706e+00
4.92200000000000e-10,0.00000000000000e+00,1.50000000000000e+00,-2.94999427028669e-03,1.49940436011029e+00
4.93480000000000e-10,0.00000000000000e+00,1.50000000000000e+00,-4.60521208723041e-03,1.48836977554042e+00
4.96040000000000e-10,0.00000000000000e+00,1.50000000000000e+00,-1.95998827846486e-03,1.48180180699565e+00
5.00000000000000e-10,0.00000000000000e+00,1.50000000000000e+00,6.92933083233926e-04,1.48422491013018e+00
5.00100000000000e-10,1.50000000000046e-01,1.50000000000000e+00,1.71351093113381e-03,1.48712867698601e+00
5.00300000000000e-10,4.49999999999983e-01,1.50000000000000e+00,3.58548996787023e-03,1.49277387650402e+00
5.00700000000000e-10,1.05000000000001e+00,1.50000000000000e+00,6.43481373982385e-03,1.50291459891251e+00
5.01000000000000e-10,1.49999999999999e+00,1.50000000000000e+00,7.08519443890049e-03,1.50727001518630e+00
5.01080000000000e-10,1.50000000000000e+00,1.50000000000000e+00,6.52657603980927e-03,1.50672500262785e+00
5.01240000000000e-10,1.50000000000000e+00,1.50000000000000e+00,5.52063144899545e-03,1.50577471534384e+00
5.01560000000000e-10,1.50000000000000e+00,1.50000000000000e+00,3.87857789188051e-03,1.50409854629762e+00
5.02200000000000e-10,1.50000000000000e+00,1.50000000000000e+00,1.58158850993906e-03,1.50111498268368e+00
5.03480000000000e-10,1.50000000000000e+00,1.50000000000000e+00,-2.08085726645230e-03,1.49151830363536e+00
5.06040000000000e-10,1.50000000000000e+00,1.50000000000000e+00,-5.98136005425839e-03,1.46588907029357e+00
5.11160000000000e-10,1.50000000000000e+00,1.50000000000000e+00,-2.94514757172359e-03,1.43611300265508e+00
5.16461733294721e-10,1.50000000000000e+00,1.50000000000000e+00,-1.28825233232044e-04,1.42929810951786e+00
5.27065199884164e-10,1.50000000000000e+00,1.50000000000000e+00,3.87170847196329e-03,1.46452096441296e+00
5.44858022561661e-10,1.50000000000000e+00,1.50000000000000e+00,-7.73880722279088e-03,1.13615401778612e+00
5.61495598834824e-10,1.50000000000000e+00,1.50000000000000e+00,3.16917501608950e-01,4.26943938180397e-01
5.84492311629846e-10,1.50000000000000e+00,1.50000000000000e+00,1.19759487877072e+00,7.22158793829174e-04
6.08984414994086e-10,1.50000000000000e+00,1.50000000000000e+00,1.52294553211612e+00,1.96004246358382e-02
6.35477688183059e-10,1.50000000000000e+00,1.50000000000000e+00,1.50115337094102e+00,-1.00473573034400e-02
6.68360291851156e-10,1.50000000000000e+00,1.50000000000000e+00,1.49457748565855e+00,5.59782388334844e-03
7.04143586640016e-10,1.50000000000000e+00,1.50000000000000e+00,1.50542424156305e+00,-2.68348339405133e-03
7.54143586640016e-10,1.50000000000000e+00,1.50000000000000e+00,1.49507345706495e+00,1.75698711341325e-03
8.04143586640016e-10,1.50000000000000e+00,1.50000000000000e+00,1.50394036039018e+00,-7.96934852394500e-04
8.54143586640017e-10,1.50000000000000e+00,1.50000000000000e+00,1.49674641354364e+00,5.09945854614987e-04
9.04143586640017e-10,1.50000000000000e+00,1.50000000000000e+00,1.50234020886694e+00,-5.56562361186269e-05
9.54143586640017e-10,1.50000000000000e+00,1.50000000000000e+00,1.49818387859252e+00,5.96083560202696e-05
1.00100000000000e-09,1.49999999999985e+00,1.50000000000000e+00,1.50108036658443e+00,1.68380241479722e-04
1.00110000000000e-09,1.34999999999980e+00,1.50000000000000e+00,1.50080996071974e+00,-1.30125152866065e-03
1.00130000000000e-09,1.04999999999971e+00,1.50000000000000e+00,1.49972440045043e+00,-5.09884458440571e-03
1.00170000000000e-09,4.49999999999523e-01,1.50000000000000e+00,1.49686580990302e+00,-1.30628035056609e-02
1.00200000000000e-09,0.00000000000000e+00,1.50000000000000e+00,1.49479092822765e+00,-1.81055650352497e-02
1.00208000000000e-09,0.00000000000000e+00,1.50000000000000e+00,1.49512050893528e+00,-1.74561006978932e-02
1.00224000000000e-09,0.00000000000000e+00,1.50000000000000e+00,1.49587618060359e+00,-1.60090822760484e-02
1.00256000000000e-09,0.00000000000000e+00,1.50000000000000e+00,1.49762802479776e+00,-1.25705280387389e-02
1.00320000000000e-09,0.00000000000000e+00,1.50000000000000e+00,1.50052136793297e+00,-5.97788811436567e-03
1.00448000000000e-09,0.00000000000000e+00,1.50000000000000e+00,1.50478578455863e+00,5.24453956931752e-03
1.00704000000000e-09,0.00000000000000e+00,1.50000000000000e+00,1.50732485646192e+00,1.79290550159405e-02
1.01216000000000e-09,0.00000000000000e+00,1.50000000000000e+00,1.50411423047571e+00,2.35354071989553e-02
1.02240000000000e-09,0.00000000000000e+00,1.50000000000000e+00,1.49779405164607e+00,9.19877631352804e-03
1.04288000000000e-09,0.00000000000000e+00,1.50000000000000e+00,1.49111085562183e+00,-4.42063569475421e-02
1.06167265436328e-09,0.00000000000000e+00,1.50000000000000e+00,1.51118676763496e+00,8.07946134056428e-03
1.08352843954198e-09,0.00000000000000e+00,1.50000000000000e+00,1.49800125311650e+00,1.39757771637524e-02
1.11721785487705e-09,0.00000000000000e+00,1.50000000000000e+00,1.49771047320097e+00,-6.55972686577863e-03
1.15276413673192e-09,0.00000000000000e+00,1.50000000000000e+00,1.50305187671068e+00,5.73847442949493e-03
1.20276413673192e-09,0.00000000000000e+00,1.50000000000000e+00,1.49667138628829e+00,-4.96395331531944e-03
1.25276413673192e-09,0.00000000000000e+00,1.50000000000000e+00,1.50315279139093e+00,4.55842600738021e-03
1.30276413673192e-09,0.00000000000000e+00,1.50000000000000e+00,1.49684277399280e+00,-3.78541995994348e-03
1.35276413673192e-09,0.00000000000000e+00,1.50000000000000e+00,1.50277543881021e+00,3.48034388888810e-03
1.40276413673192e-09,0.00000000000000e+00,1.50000000000000e+00,1.49734838027180e+00,-2.88020014991199e-03
1.45276413673192e-09,0.00000000000000e+00,1.50000000000000e+00,1.50224753310376e+00,2.64536106171200e-03
1.50000000000000e-09,3.10192729707385e-13,1.50000000000000e+00,1.49788530632173e+00,-2.11525889088375e-03
1.50010000000000e-09,1.50000000000356e-01,1.50000000000000e+00,1.49975778058957e+00,1.57479146863987e-03
1.50030000000000e-09,4.50000000000448e-01,1.50000000000000e+00,1.50342270911316e+00,8.77742520410435e-03
1.50070000000000e-09,1.05000000000063e+00,1.50000000000000e+00,1.50954969854265e+00,2.10514446373031e-02
1.50100000000000e-09,1.50000000000000e+00,1.50000000000000e+00,1.51229981662462e+00,2.69776480688128e-02
1.50108000000000e-09,1.50000000000000e+00,1.50000000000000e+00,1.51191762249591e+00,2.64157048725851e-02
1.50124000000000e-09,1.50000000000000e+00,1.50000000000000e+00,1.51119338366009e+00,2.53983513630952e-02
1.50156000000000e-09,1.50000000000000e+00,1.50000000000000e+00,1.50976785397317e+00,2.35367094184035e-02
1.50220000000000e-09,1.50000000000000e+00,1.50000000000000e+00,1.50702195272951e+00,2.00127785686231e-02
1.50348000000000e-09,1.50000000000000e+00,1.50000000000000e+00,1.49953599050692e+00,7.45535849689088e-03
1.50604000000000e-09,1.50000000000000e+00,1.50000000000000e+00,1.48556619765840e+00,-2.55521081598177e-02
1.51116000000000e-09,1.50000000000000e+00,1.50000000000000e+00,1.47955947418980e+00,-6.75952577082455e-02
1.51649542267003e-09,1.50000000000000e+00,1.50000000000000e+00,1.48773365638267e+00,-8.27765668667740e-02
1.52716626801010e-09,1.50000000000000e+00,1.50000000000000e+00,1.50982703150580e+00,-5.09418477107520e-02
1.54850795869022e-09,1.50000000000000e+00,1.50000000000000e+00,1.51049123500449e+00,4.13738328856624e-02
1.57608236369302e-09,1.50000000000000e+00,1.50000000000000e+00,1.49034566212936e+00,2.35249521809485e-03
1.60000000000000e-09,1.50000000000000e+00,1.50000000000000e+00,1.50382247206181e+00,-3.56856794138237e-03
1.60010000000000e-09,1.50000000000000e+00,1.34999999999994e+00,1.50334946221476e+00,-4.43305592108663e-03
1.60030000000000e-09,1.50000000000000e+00,1.04999999999981e+00,1.50239027417316e+00,-6.21769652603605e-03
1.60070000000000e-09,1.50000000000000e+00,4.49999999999876e-01,1.50068511146945e+00,-9.40025677514787e-03
1.60100000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.49953332731504e+00,-1.17786072427126e-02
1.60108000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.49982296559960e+00,-1.10671108707022e-02
1.60124000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.50039899850418e+00,-9.71431698719355e-03
1.60156000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.50140270252884e+00,-7.19363783781551e-03
1.60220000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.50274512276715e+00,-3.02454882701870e-03
1.60348000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.50382540334529e+00,2.26321845705786e-03
1.60604000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.50273613704080e+00,4.75891544584705e-03
1.61116000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.49974912820425e+00,1.36965398373458e-03
1.62140000000000e-09,1.50000000000000e+00,0.00000000000000e+00,1.49945798714144e+00,-1.50366221058215e-03
1.63440941195450e-09,1.50000000000000e+00,0.00000000000000e+00,1.50020646269898e+00,-1.17749796844901e-04
1.65537173861236e-09,1.50000000000000e+00,0.00000000000000e+00,1.49984517279356e+00,4.04340734973347e-05
1.69729639192808e-09,1.50000000000000e+00,0.00000000000000e+00,1.49999424269709e+00,7.59390398083179e-05
1.74729639192808e-09,1.50000000000000e+00,0.00000000000000e+00,1.49988806848536e+00,6.03330482389396e-05
1.79729639192808e-09,1.50000000000000e+00,0.00000000000000e+00,1.49996602457577e+00,5.90947650227537e-05
1.84729639192808e-09,1.50000000000000e+00,0.00000000000000e+00,1.49990728975756e+00,6.54330445291116e-05
1.89729639192808e-09,1.50000000000000e+00,0.00000000000000e+00,1.49994979052013e+00,4.94799514625953e-05
1.94729639192808e-09,1.50000000000000e+00,0.00000000000000e+00,1.49992113659943e+00,6.53958656369617e-05
1.99729639192808e-09,1.50000000000000e+00,0.00000000000000e+00,1.49994141198578e+00,4.44105478130952e-05
2.00100000000000e-09,1.49999999999938e+00,0.00000000000000e+00,1.49993818999862e+00,6.01536195904475e-05
2.00110000000000e-09,1.34999999999933e+00,0.00000000000000e+00,1.49922865524110e+00,-1.53952848319859e-03
2.00130000000000e-09,1.04999999999924e+00,0.00000000000000e+00,1.49749354679173e+00,-5.50171253753712e-03
2.00170000000000e-09,4.49999999999058e-01,0.00000000000000e+00,1.49421139007636e+00,-1.35254519274180e-02
2.00200000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.49241319299089e+00,-1.84728716696449e-02
2.00208000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.49285786113784e+00,-1.77485418765141e-02
2.00224000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.49374539797485e+00,-1.62830781355111e-02
2.00256000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.49555179464295e+00,-1.30603869506804e-02
2.00320000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.49893624941309e+00,-6.33315173190444e-03
2.00448000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.50392865638034e+00,5.09090273853505e-03
2.00704000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.50716250185339e+00,1.80120502388528e-02
2.01216000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.50426637403775e+00,2.36915436105932e-02
2.02240000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.49787411872260e+00,9.62462640060438e-03
2.04288000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.49165018762337e+00,-4.05180574476149e-02
2.06187169617376e-09,0.00000000000000e+00,0.00000000000000e+00,1.51078955437100e+00,1.03575794991240e-02
2.08373712358540e-09,0.00000000000000e+00,0.00000000000000e+00,1.49793759569658e+00,1.51918448942928e-02
2.11061745407325e-09,0.00000000000000e+00,0.00000000000000e+00,1.49638889204928e+00,-9.44663925582623e-03
2.14074241389407e-09,0.00000000000000e+00,0.00000000000000e+00,1.50393615823239e+00,4.12087276764801e-03
2.17786695523896e-09,0.00000000000000e+00,0.00000000000000e+00,1.49651528603938e+00,-3.78164012590142e-03
2.21773862060455e-09,0.00000000000000e+00,0.00000000000000e+00,1.50292280236394e+00,3.38395441967416e-03
2.26773862060455e-09,0.00000000000000e+00,0.00000000000000e+00,1.49726698303447e+00,-2.72473439611211e-03
2.31773862060455e-09,0.00000000000000e+00,0.00000000000000e+00,1.50229334468184e+00,2.58291838821822e-03
2.36773862060455e-09,0.00000000000000e+00,0.00000000000000e+00,1.49784357209491e+00,-2.03254994032365e-03
2.41773862060455e-09,0.00000000000000e+00,0.00000000000000e+00,1.50176971903721e+00,1.97753190922666e-03
2.46773862060455e-09,0.00000000000000e+00,0.00000000000000e+00,1.49831772209564e+00,-1.50505900319060e-03
2.50000000000000e-09,0.00000000000000e+00,0.00000000000000e+00,1.50124565916420e+00,1.40202986708103e-03
