gds,gm,id,vdsat,vth,v(g)
4.24245e-06,0.0002878453,0.0001278035,0.5293425,0.4617665,1.23
4.330648e-06,0.0002899798,0.0001306797,0.5344734,0.4618182,1.24
4.419756e-06,0.0002920738,0.0001335764,0.5395843,0.4618717,1.25
4.509776e-06,0.0002941275,0.0001364934,0.5446756,0.4619268,1.26
4.600715e-06,0.0002961411,0.0001394303,0.5497479,0.4619833,1.27
4.692575e-06,0.0002981148,0.0001423865,0.5548018,0.4620411,1.28
4.785363e-06,0.0003000489,0.0001453619,0.5598379,0.4620999,1.29
4.879082e-06,0.0003019436,0.0001483561,0.5648565,0.4621597,1.3
4.973738e-06,0.0003037992,0.0001513686,0.5698584,0.4622203,1.31
5.069336e-06,0.0003056159,0.0001543992,0.5748439,0.4622816,1.32
5.165881e-06,0.000307394,0.0001574474,0.5798137,0.4623436,1.33
5.263378e-06,0.0003091337,0.0001605129,0.5847681,0.4624059,1.34
5.361832e-06,0.0003108354,0.0001635954,0.5897078,0.4624687,1.35
5.46125e-06,0.0003124994,0.0001666945,0.5946332,0.4625317,1.36
5.561637e-06,0.0003141259,0.0001698097,0.5995448,0.462595,1.37
5.662999e-06,0.0003157153,0.0001729409,0.6044431,0.4626583,1.38
5.765342e-06,0.0003172678,0.0001760877,0.6093286,0.4627217,1.39
5.868672e-06,0.0003187839,0.0001792496,0.6142017,0.4627851,1.4
5.972997e-06,0.0003202637,0.0001824263,0.6190629,0.4628484,1.41
6.078323e-06,0.0003217077,0.0001856176,0.6239128,0.4629115,1.42
6.184657e-06,0.0003231163,0.000188823,0.6287517,0.4629744,1.43
6.292005e-06,0.0003244896,0.0001920423,0.6335801,0.463037,1.44
6.400377e-06,0.0003258282,0.0001952751,0.6383985,0.4630993,1.45
6.509779e-06,0.0003271322,0.000198521,0.6432073,0.4631612,1.46
6.620219e-06,0.0003284022,0.0002017798,0.648007,0.4632227,1.47
6.731706e-06,0.0003296385,0.000205051,0.652798,0.4632837,1.48
6.844248e-06,0.0003308413,0.0002083345,0.6575808,0.4633442,1.49
6.957854e-06,0.0003320111,0.0002116299,0.6623557,0.4634042,1.5
7.072533e-06,0.0003331483,0.0002149368,0.6671233,0.4634636,1.51
7.188294e-06,0.0003342532,0.000218255,0.6718839,0.4635224,1.52
7.305148e-06,0.0003353261,0.0002215841,0.676638,0.4635806,1.53
7.423104e-06,0.0003363676,0.0002249238,0.6813859,0.4636381,1.54
7.542172e-06,0.0003373778,0.0002282739,0.6861282,0.4636949,1.55
7.662364e-06,0.0003383573,0.000231634,0.6908651,0.4637511,1.56
7.78369e-06,0.0003393063,0.0002350038,0.6955972,0.4638064,1.57
7.906161e-06,0.0003402253,0.0002383831,0.7003247,0.4638611,1.58
8.02979e-06,0.0003411146,0.0002417716,0.7050482,0.4639149,1.59
8.154589e-06,0.0003419746,0.0002451689,0.7097679,0.463968,1.6
8.28057e-06,0.0003428057,0.0002485748,0.7144843,0.4640202,1.61
8.407746e-06,0.0003436083,0.000251989,0.7191978,0.4640717,1.62
8.53613e-06,0.0003443826,0.0002554113,0.7239087,0.4641223,1.63
8.665736e-06,0.0003451292,0.0002588413,0.7286174,0.4641721,1.64
8.796578e-06,0.0003458483,0.0002622788,0.7333243,0.4642211,1.65
8.928671e-06,0.0003465404,0.0002657235,0.7380297,0.4642692,1.66
9.06203e-06,0.0003472058,0.0002691752,0.7427341,0.4643165,1.67
9.19667e-06,0.0003478449,0.0002726336,0.7474377,0.4643628,1.68
9.332608e-06,0.0003484579,0.0002760984,0.7521409,0.4644083,1.69
9.469859e-06,0.0003490454,0.0002795695,0.7568441,0.464453,1.7
9.608441e-06,0.0003496077,0.0002830465,0.7615476,0.4644967,1.71
9.748371e-06,0.0003501451,0.0002865292,0.7662518,0.4645396,1.72
9.889667e-06,0.0003506579,0.0002900173,0.770957,0.4645816,1.73
1.003235e-05,0.0003511466,0.0002935107,0.7756634,0.4646227,1.74
1.017643e-05,0.0003516115,0.0002970091,0.7803716,0.464663,1.75
1.032194e-05,0.0003520529,0.0003005122,0.7850817,0.4647024,1.76
1.046889e-05,0.0003524711,0.0003040198,0.7897941,0.464741,1.77
1.061731e-05,0.0003528666,0.0003075317,0.7945091,0.4647786,1.78
1.076721e-05,0.0003532396,0.0003110477,0.7992271,0.4648155,1.79
1.091862e-05,0.0003535905,0.0003145676,0.8039482,0.4648515,1.8
